Zip,Median,Mean,Pop
37023,43443,50009,1811
37028,43443,50009,676
37209,38342,50009,33519
62346,40381,50009,178
66425,40189,50009,465
66515,40189,50009,425
66527,40189,50009,267
16720,40625,50011,1389
13338,46149,50016,1231
27542,40377,50016,8194
68431,40833,50016,435
68437,40833,50016,380
74119,31422,50016,3743
62946,37023,50017,12930
29324,39885,50019,167
48469,42149,50019,1440
44615,40343,50022,10950
74962,36518,50022,5089
27326,42139,50023,3913
16035,38097,50026,129
21521,36701,50026,1405
62895,37705,50026,2022
60632,41427,50027,91326
65727,38465,50027,218
28371,39927,50030,5347
63036,38525,50030,1064
55741,43915,50031,3304
54409,42990,50032,13238
29030,34956,50034,1967
44820,42552,50034,19200
68732,42180,50035,276
30093,40737,50036,53351
74852,40583,50036,1359
54948,42711,50038,320
83468,43123,50040,170
65360,36530,50043,4752
72067,38102,50044,2726
73112,38240,50044,30184
28092,41937,50045,34904
29145,43615,50045,837
32147,42336,50045,593
47952,41750,50046,2798
47335,40014,50047,761
58538,27188,50047,2237
97865,37748,50048,1239
90247,40458,50049,47487
15466,46217,50050,471
47374,40476,50050,46875
74450,40411,50050,1743
83619,41460,50050,7201
16943,40711,50054,563
19153,42266,50054,11057
37348,37173,50055,1131
78622,37917,50057,296
58790,39955,50058,1565
50836,39792,50059,457
31503,38920,50061,21116
59062,37685,50062,28
59314,37685,50062,126
59317,37685,50062,1238
59343,37685,50062,80
14865,42212,50063,2674
60901,41409,50063,37157
30814,39274,50067,8150
58549,38185,50068,259
54613,38905,50069,1826
98585,39975,50069,655
38356,37961,50070,2193
66010,37424,50071,606
74966,37964,50075,3231
43974,42464,50077,106
12883,35619,50078,5138
43930,31249,50078,1046
47578,43812,50079,776
52172,44016,50079,6303
68736,39265,50079,826
68774,39265,50079,365
68792,39265,50079,454
81416,43695,50081,13874
78670,40473,50084,168
50707,40521,50085,8509
40145,46441,50087,908
40152,46441,50087,604
40178,46441,50087,468
49266,43904,50087,3042
36280,37466,50088,3932
49870,42211,50088,3340
30427,42048,50091,12864
62510,46642,50091,1669
62814,46721,50091,2124
56453,41455,50092,921
27916,35282,50093,479
49247,42256,50094,6008
83465,45072,50094,109
25033,39497,50096,2234
50857,36316,50096,272
96058,33612,50096,798
31519,34101,50097,3569
2150,40344,50098,34956
15538,40571,50098,820
15564,40571,50098,51
43321,47553,50099,279
15748,41364,50100,7217
74072,43753,50101,1750
48849,37171,50106,5357
74002,42340,50107,2321
28472,37473,50108,18665
90063,40215,50109,55758
56589,39147,50111,2001
62311,38559,50113,860
26547,44340,50116,2376
42022,45000,50116,104
54893,38772,50116,3767
99133,37783,50118,1493
15501,36908,50119,16790
62466,42944,50119,4848
97825,37832,50120,243
97873,37832,50120,251
46996,42958,50122,7139
53816,42304,50122,810
68416,42727,50122,255
70039,41970,50127,2460
75644,41160,50127,11444
90222,41667,50127,31869
64644,41078,50130,3024
42130,42289,50131,175
83464,45000,50131,345
72130,38267,50134,560
74337,43378,50134,4949
62069,43895,50135,3313
48432,40434,50136,682
67474,36968,50136,224
74653,40556,50136,3947
40109,37324,50138,1990
47855,41688,50138,546
49256,45258,50138,4237
82213,43445,50138,513
82214,43445,50138,1302
82215,43445,50138,132
56627,42198,50140,369
56629,42198,50140,239
56654,42198,50140,159
56658,42198,50140,11
56660,42198,50140,304
59710,39327,50140,325
59755,39327,50140,169
79789,40139,50140,974
97376,42881,50141,1355
16228,38634,50149,422
16236,38634,50149,265
16238,38634,50149,401
46711,39306,50149,7698
71232,40555,50149,6581
83546,36232,50149,587
83553,36232,50149,1100
83827,36232,50149,143
98660,40658,50149,11858
83253,43788,50151,165
36758,41844,50153,1412
60639,41643,50157,90407
84119,44653,50157,53077
50662,36816,50158,7238
13489,42287,50160,680
49769,42153,50161,1520
25564,36098,50162,1250
25567,36098,50162,924
25573,36098,50162,970
34420,38188,50162,16287
66767,37247,50163,511
64624,38240,50166,1662
90008,40973,50167,32327
68930,42431,50169,1446
74750,42222,50169,413
74755,42222,50169,104
13473,42157,50170,810
25193,45410,50170,477
83235,43315,50172,99
87011,36315,50172,67
24530,40937,50176,1088
46219,43799,50178,33930
68822,41225,50181,4850
78057,37731,50181,871
39819,35769,50182,11282
45891,41929,50183,15477
39540,40618,50188,7598
16210,40467,50189,1038
36273,39044,50189,2914
83856,42270,50191,6340
32132,39360,50192,7265
61103,39840,50193,24578
34287,41157,50195,23859
46959,34700,50195,231
88061,38729,50195,19195
16670,41317,50196,27
37374,37453,50198,2047
42127,35203,50199,6199
46323,45721,50199,22743
28616,36401,50200,518
93268,38557,50200,16897
46360,39418,50202,39724
78213,40450,50202,40396
69358,39675,50203,2055
50579,39754,50204,2405
65278,45988,50207,123
24352,41385,50210,890
42003,39381,50211,28418
83226,41879,50212,2504
15208,37759,50215,13271
42071,35851,50217,29655
28021,40621,50218,12862
14873,42334,50219,2521
28328,33936,50220,25336
22802,36297,50221,22099
79045,42225,50221,19473
71958,37648,50224,2525
58386,33712,50226,161
4915,39499,50227,8468
59762,35849,50227,225
56750,42322,50228,2567
46767,43806,50229,8564
14744,43945,50232,2201
83227,41910,50235,142
83251,41910,50235,1097
83278,41910,50235,186
95838,40351,50235,36764
13730,40727,50236,2782
62888,42977,50236,2135
27406,39911,50237,49827
78655,38939,50237,2739
39443,39215,50239,21279
71461,40255,50239,2577
25529,40032,50242,1013
82512,39398,50242,210
82514,39398,50242,1645
93218,33038,50242,994
23708,41307,50244,181
31019,45338,50245,2318
51342,39328,50246,1249
24938,36570,50248,1518
24957,36570,50248,346
33760,37686,50248,15133
72070,44172,50248,1813
81248,35189,50249,48
16125,41770,50250,19041
33781,41868,50251,25922
36618,43581,50251,16737
54612,41567,50251,5152
49745,41060,50252,1067
15759,41797,50253,3101
67849,41127,50255,380
67854,41127,50255,1407
14747,45278,50256,2375
75455,40513,50256,28293
67418,41415,50258,246
52804,41705,50259,27379
70083,38019,50261,2353
65061,41382,50262,746
24105,42666,50263,500
36522,39701,50263,7183
37866,32778,50263,1699
60629,42864,50263,113916
16845,44690,50264,1020
50562,40670,50265,527
97122,38555,50265,462
84102,36145,50266,17421
11220,37030,50271,92398
40142,46343,50273,2304
50533,43586,50273,4130
14732,45338,50275,181
24347,39711,50275,1931
26554,40780,50275,41369
40403,42095,50275,23774
46962,43841,50276,9728
98577,38140,50276,6338
43331,42227,50279,5208
12916,39771,50280,2028
16733,45637,50282,251
16740,45637,50282,1229
59468,39772,50283,597
74108,43827,50284,7512
14530,46592,50285,7595
15909,42619,50285,5988
57754,41679,50285,3793
31757,37171,50287,10451
27889,39387,50289,25682
92368,26297,50290,1113
98857,39394,50293,4082
62690,45364,50294,4120
74935,37829,50294,187
74942,37829,50294,169
44657,41368,50295,10484
36311,42125,50297,2770
52052,37244,50298,3136
54870,40004,50298,1450
74441,41633,50301,4837
37183,42116,50304,3118
94603,40895,50305,31403
1220,38379,50308,8947
4941,42859,50311,1646
43152,42194,50311,994
33471,40505,50312,6818
65786,39312,50312,2250
80705,38750,50313,884
50454,45582,50314,127
50455,45582,50314,450
49252,42677,50315,2582
58475,35095,50315,190
72839,33737,50317,242
62312,41532,50319,2162
98849,41980,50320,1078
92278,44265,50321,3846
27403,35795,50322,22227
13410,40929,50323,185
13428,40929,50323,1646
71968,39464,50323,4717
25070,39484,50326,1683
69133,42010,50326,447
47403,40628,50327,30955
85610,40679,50327,1333
63628,42672,50329,16014
24651,37328,50330,6314
55768,42836,50331,2889
69145,41906,50331,3363
10026,31542,50332,25925
29801,36804,50332,26778
76664,41045,50332,3514
24137,41717,50333,2582
27016,44327,50334,1890
67117,35081,50336,1769
13905,36817,50338,27737
29039,40268,50338,4215
68442,41162,50340,383
70363,39201,50341,26513
35446,44224,50342,2234
76401,36239,50342,24521
6710,40176,50345,10715
33903,41819,50345,20776
78617,42002,50346,20265
33056,43022,50347,35059
37701,43291,50349,6817
50575,40492,50349,969
49254,44738,50351,3359
71405,39638,50354,5592
54943,41946,50356,1923
69128,41248,50362,344
73075,37878,50362,9154
4475,42045,50363,509
95820,41268,50364,34480
67739,39780,50365,258
45735,41949,50367,1697
69025,40740,50368,1219
71003,39360,50368,989
66024,41536,50370,927
49224,37556,50371,14900
12853,41815,50375,1655
73439,45444,50375,5991
50581,40204,50376,996
66739,40152,50377,5453
25205,39628,50378,391
42056,44937,50378,1982
65069,41799,50378,645
27521,42309,50379,5234
18452,38153,50380,5433
77951,44840,50382,2616
87531,36987,50382,527
16546,43418,50385,496
56567,41782,50386,3210
96014,42902,50388,211
96027,42902,50388,2227
96031,42902,50388,158
15639,42027,50391,2254
28523,41575,50392,2432
93725,40929,50392,24979
11355,38624,50393,74434
36320,42888,50393,3837
38870,47414,50393,2968
71336,32079,50394,1650
32617,41860,50396,4109
64466,40769,50396,541
65449,39273,50398,351
54124,40987,50399,3881
72396,40811,50399,13734
73851,38124,50399,85
86314,42602,50399,34401
67663,41919,50402,2559
73053,42717,50404,764
93558,40700,50404,125
93562,40700,50404,1818
49963,39124,50405,1001
42265,35175,50408,820
62448,42089,50408,5834
67730,39797,50409,1612
67744,39797,50409,185
70084,40406,50410,7552
73009,42154,50410,1398
35215,45548,50412,46951
75496,40529,50413,3351
15775,42907,50415,791
36604,37701,50415,10456
69352,41195,50417,766
29726,45267,50418,1750
77080,37772,50419,45275
71432,43846,50420,1053
45648,41448,50422,13232
14735,43228,50424,2660
88265,42619,50424,196
65051,42929,50427,4874
97544,43361,50428,2211
15714,42449,50430,5850
72436,39493,50430,942
16673,43873,50432,4967
58758,38297,50433,297
97734,41678,50433,2141
13417,41780,50437,3196
62316,38248,50438,660
37604,36981,50439,31792
80822,37722,50439,260
64620,39796,50440,466
42431,39541,50441,26916
64150,42366,50441,3048
66090,41612,50441,2520
27341,38103,50444,4996
40118,42604,50445,9724
86429,36442,50446,7162
97216,43896,50449,13563
27937,42392,50454,3224
95315,44757,50455,10987
33563,41082,50457,25488
52141,40752,50457,1435
59446,38594,50457,655
59450,38594,50457,522
59520,38594,50457,1291
35572,36937,50460,1131
59749,39626,50463,1414
28526,41287,50464,2572
62431,39898,50464,1232
79925,42478,50465,40639
50833,39956,50466,2305
12470,42083,50468,510
12473,42083,50468,758
55750,45391,50468,2094
36856,40479,50470,3719
30733,38798,50471,2080
31774,34049,50471,6714
85193,40778,50478,4906
30452,42250,50479,1567
16340,43618,50480,2241
35968,38899,50481,4575
38052,37148,50482,3907
64762,40568,50484,1604
64769,40568,50484,611
81411,39779,50484,55
81422,39779,50484,692
81424,39779,50484,1239
81429,39779,50484,181
98853,37292,50486,23
99123,37292,50486,1058
99135,37292,50486,255
53214,45041,50489,34725
66861,43006,50490,3204
63439,45866,50491,127
40213,39716,50492,16796
41010,41817,50492,3217
29640,43541,50493,30574
88049,44070,50493,505
88053,44070,50493,137
26501,38862,50494,19616
61866,37097,50495,14048
49274,39508,50497,3640
42301,40834,50498,42440
78639,37820,50500,7334
59713,40265,50501,239
87005,43074,50502,809
87014,43074,50502,755
87051,43074,50502,574
87315,43074,50502,146
71419,36402,50503,2444
96055,36561,50503,3935
36793,40989,50504,568
28174,39843,50505,6725
33907,39647,50507,22138
31707,40864,50509,25299
43711,40989,50510,84
74029,32366,50510,4909
16655,41172,50511,1538
27020,38275,50511,6232
56448,42832,50511,375
99114,41026,50511,12018
62380,38352,50512,401
4938,38553,50518,9200
8321,45250,50518,275
38473,35172,50519,1061
24572,44577,50521,16395
50430,43710,50521,518
61870,42735,50525,1327
65633,42065,50527,4131
15727,45303,50528,90
15756,45303,50528,234
15783,45303,50528,146
32119,39228,50529,20189
68354,42959,50530,1030
70715,39452,50531,1433
70747,39452,50531,180
70753,39452,50531,870
80807,41749,50531,5304
39737,40519,50532,309
39771,40519,50532,148
56166,42886,50532,259
66411,43857,50532,1292
98591,40754,50534,3952
65708,36562,50536,12624
30555,37209,50538,2061
46324,42745,50538,23165
3451,44533,50539,4118
41512,33017,50540,976
16724,41786,50541,153
16730,41786,50541,167
32062,38224,50541,2449
36312,39064,50541,6187
14013,43662,50549,1785
73448,41096,50553,5376
77975,49705,50553,1860
41083,43640,50556,1326
73159,44436,50556,29932
30332,35461,50557,2970
73432,37688,50557,907
87533,40873,50557,168
28644,37057,50559,1532
31798,35542,50559,983
33880,41370,50559,37798
65461,44540,50562,105
64648,40282,50563,2129
87416,40002,50563,5268
6706,42257,50565,14324
35045,36746,50566,14870
15133,41268,50567,6876
43755,40911,50567,1601
51449,36327,50567,2128
47918,43907,50568,6321
21851,37301,50571,7193
48741,41860,50571,2109
62321,41517,50572,4091
76446,39800,50572,9000
47465,40549,50573,750
68759,37328,50573,352
3754,45794,50574,19
73434,41358,50576,642
88038,44079,50576,306
88026,28615,50577,1789
15860,41803,50578,1166
32763,39436,50578,21263
50441,44268,50578,5776
42409,42379,50579,2586
28101,43006,50580,661
48429,42502,50581,9670
27569,44607,50583,6454
70655,37677,50583,3002
48823,35754,50589,42012
49751,42290,50589,1988
36316,41399,50591,1722
13361,42152,50594,743
18221,44200,50594,388
12935,43206,50595,1852
57722,43043,50595,283
27317,40036,50600,14200
64650,42674,50601,727
16617,47238,50602,2885
24122,42342,50602,1683
50630,45994,50605,1728
65787,38915,50606,1864
16157,40670,50607,3585
61942,40897,50609,1202
48450,41688,50610,5051
76112,39309,50610,38993
45647,42280,50611,2115
58416,40085,50613,497
58425,40085,50613,1538
58448,40085,50613,408
58452,40085,50613,15
37050,38947,50615,1699
28713,39754,50617,7894
87046,41676,50617,180
43747,42581,50618,934
52342,40473,50619,3274
36321,38976,50621,1632
14755,43625,50624,2976
75156,37062,50624,14580
80759,37894,50624,4698
67672,39712,50626,2359
26323,37353,50628,602
38449,40360,50630,2811
38668,40649,50631,12616
54611,44401,50631,1307
72927,39007,50631,8701
71024,43775,50632,1420
16935,42232,50633,1281
68739,39672,50634,3193
86322,41011,50634,11480
59460,38909,50635,252
78535,42551,50642,581
46771,45766,50643,105
4416,49035,50644,5447
13662,41521,50644,16686
27546,39317,50644,16092
98527,33250,50644,324
98590,33250,50644,356
73450,36301,50645,1180
38582,37219,50646,1426
59456,41161,50646,170
27935,41108,50648,1567
50460,45784,50648,364
15144,43101,50649,4656
48652,40031,50649,1604
39114,39000,50650,10224
75969,31164,50651,4116
61440,39979,50652,766
62939,42262,50652,3119
72534,36664,50653,1320
59728,40278,50654,358
59733,40278,50654,121
59843,40278,50654,242
59854,40278,50654,259
37863,34638,50655,6569
41144,42863,50656,10279
97121,39054,50657,1202
46975,39876,50659,14691
93270,33101,50659,5837
73461,37600,50660,794
54469,41924,50662,1792
77327,39327,50664,20160
97040,39982,50666,1078
52577,41506,50667,15055
88325,43457,50667,857
61941,40921,50668,57
57251,41846,50670,127
49876,42691,50673,1265
5767,43265,50677,1143
72952,44793,50677,2945
28168,42520,50678,9250
16232,42318,50680,4305
46968,38951,50680,73
64689,39421,50680,683
12957,39957,50681,1626
29661,46816,50681,5648
61930,41147,50684,515
98377,39811,50684,1922
15357,40262,50686,1702
28323,43336,50686,2467
73017,42515,50689,1748
30470,41809,50690,517
14004,42247,50691,9307
56588,41772,50695,518
97626,45260,50695,114
42437,41667,50698,8324
16329,43448,50700,430
31313,44069,50700,40302
6263,37569,50701,345
62890,42668,50703,2882
36790,38007,50704,139
44807,44165,50704,2595
36421,41775,50705,9241
69345,34063,50705,586
63401,38853,50708,22067
28422,41029,50710,4619
85201,40225,50710,46092
4009,42420,50711,4815
4057,42420,50711,63
64096,43693,50712,1171
39326,37762,50715,661
97463,39629,50715,3739
97492,39629,50715,647
28420,33446,50716,3494
33004,43263,50719,15588
85746,43893,50719,43057
16244,40945,50720,220
16250,40945,50720,272
16263,40945,50720,302
13849,44817,50722,4755
29601,34024,50723,8840
85602,39332,50728,9464
33514,38568,50733,1811
76520,34420,50734,7377
16749,42016,50736,4412
35960,38464,50736,10087
62040,42535,50736,43735
11219,34970,50737,85825
18847,39730,50738,6135
56437,41125,50739,1259
17602,40530,50740,46699
32058,46607,50740,4251
48470,41091,50740,889
47567,45307,50741,6021
95941,40016,50744,563
36549,43047,50748,4271
88422,42245,50750,71
50625,41509,50752,1004
62017,38008,50753,1185
62089,38008,50753,489
47337,41113,50754,203
47387,41113,50754,726
57370,46500,50754,814
28376,41097,50755,25635
74948,40661,50755,11450
27507,40583,50757,1565
32506,41791,50757,33846
15713,40725,50759,274
15731,40725,50759,319
15754,40725,50759,560
50315,41995,50759,35853
43943,45418,50760,3631
96037,43214,50760,308
43759,40022,50761,56
43951,40022,50761,81
28326,44517,50762,11013
38504,39340,50763,901
79103,45813,50763,10594
70537,43892,50764,541
28425,40145,50765,9405
74425,42823,50765,859
74430,42823,50765,552
22849,41024,50767,5044
47470,41752,50767,1735
36009,34662,50768,2566
73008,41422,50768,21121
41097,39803,50769,7349
50835,43875,50769,92
50863,43875,50769,293
68632,42350,50769,3778
28423,40891,50770,2344
72128,40330,50770,814
72129,40330,50770,1409
99167,41369,50770,625
64640,39279,50771,3140
64649,41661,50774,864
37920,39910,50775,39087
48617,38357,50778,8774
50235,39825,50778,483
47120,42106,50779,938
59012,39708,50779,202
73042,42493,50779,1134
61944,39656,50780,12908
44842,42396,50781,5956
47373,40677,50784,2226
52752,47071,50784,515
24380,42873,50787,2639
75684,43079,50787,7548
36075,41283,50788,2226
75949,40464,50788,7976
95605,38350,50788,14179
90031,34035,50790,39316
29730,41113,50791,52354
58440,39472,50792,223
97882,43784,50792,5960
39470,36527,50793,11467
50574,40497,50796,2181
76951,41548,50797,1143
37398,36396,50800,14229
62339,40268,50802,874
28734,38854,50807,23570
24360,42898,50808,6169
49544,41455,50808,8934
62555,46833,50809,540
85132,45063,50809,33556
30529,43763,50811,10920
74873,42282,50813,10924
97470,37931,50813,18772
18848,39841,50814,8999
39702,39653,50816,22139
32343,46445,50817,3044
37620,37527,50817,39102
61943,44447,50817,1637
12966,40074,50819,2853
66777,31279,50819,639
73647,40184,50819,472
49657,40908,50820,3524
56183,40430,50820,1446
78656,39221,50820,2271
24315,41895,50825,3774
98841,39328,50825,9197
70519,32114,50826,222
75435,42117,50826,1185
25159,41061,50827,5163
48066,43247,50827,48443
68444,43254,50828,129
71901,35511,50828,29491
14729,46289,50831,967
47431,41777,50831,1366
49894,38098,50832,737
46746,45753,50833,4036
67748,40414,50834,2544
75061,37757,50834,53442
43967,43389,50838,23
73041,41270,50840,443
98586,33895,50840,1944
13620,42526,50843,2134
24941,44394,50844,1059
24974,44394,50844,299
24984,44394,50844,185
67356,39468,50844,2834
50520,41219,50845,144
99141,42733,50845,5240
21871,42432,50848,5035
75117,43928,50849,3722
78572,38821,50850,75221
98201,39719,50850,29582
16233,47613,50852,1255
28906,38687,50852,15633
37690,44160,50853,4122
66112,43537,50855,11458
93710,41266,50856,25366
50582,41250,50857,234
61411,39932,50859,378
61416,39932,50859,235
79322,40674,50861,2049
16260,47667,50864,298
16361,47667,50864,73
78526,40019,50866,42460
90804,41340,50866,39349
53827,42398,50867,292
54984,42768,50868,2989
68351,43081,50868,1011
24517,38720,50870,5693
64637,39236,50870,667
68716,40085,50870,1121
71107,36253,50870,33800
79745,43946,50870,6125
30250,44949,50872,679
4940,37989,50873,115
56652,41208,50873,492
88022,29238,50873,1221
13790,41872,50875,19409
49601,40276,50875,19921
49091,41459,50877,20523
78563,46773,50877,376
13783,36908,50878,2633
63042,44684,50880,19602
74442,42858,50880,949
14806,43283,50881,2375
24151,41563,50882,20000
63363,42488,50888,1719
96007,41128,50888,22841
72744,41964,50889,5343
44460,43114,50890,27014
27344,41327,50892,15883
54465,38064,50892,536
80834,39000,50893,318
15557,43068,50894,3773
40033,38352,50894,12355
74083,43528,50894,1070
37714,35728,50895,4547
47011,40401,50895,1277
62334,37017,50895,172
62354,37025,50897,1684
46516,38422,50898,33501
67656,39856,50898,156
54422,39781,50900,1209
56684,43160,50900,334
29627,41307,50902,18367
31790,40530,50905,2078
81431,40352,50907,460
49227,39671,50908,1247
49450,41720,50908,3305
98542,42800,50908,656
52594,40636,50910,399
7050,42376,50917,32754
15679,41582,50919,3490
82007,42610,50919,19096
26253,44373,50921,3490
27939,37039,50921,1696
39149,40165,50921,1799
55007,41951,50921,2276
62356,38671,50921,571
47460,42408,50922,11471
89830,42951,50923,397
31555,39105,50925,2868
47273,47326,50925,1849
87041,44789,50927,762
71048,35472,50928,104
71079,35472,50928,272
47437,41676,50929,123
62370,38667,50929,520
35179,38670,50930,8958
71665,38344,50930,6054
54760,41250,50932,255
24441,42300,50934,6140
95435,40798,50934,82
95521,36385,50934,20199
87566,41565,50935,3314
58423,40273,50937,100
44146,43471,50938,31640
65654,39891,50938,159
65756,39891,50938,748
47385,41441,50939,1612
95823,43364,50939,73985
97526,37488,50939,32035
36538,40736,50940,374
65321,44621,50941,417
74050,41995,50942,457
83318,41536,50942,17226
14810,38763,50946,12316
42082,39151,50946,1845
31542,40709,50947,2811
27965,37097,50949,522
74820,37587,50949,28545
25550,38732,50950,9077
29137,36629,50950,2539
1151,34175,50951,8302
16373,42845,50951,3651
61032,41114,50951,31651
50585,42992,50952,1176
67665,33878,50952,5162
31078,25808,50954,3566
33441,37992,50954,24632
57219,39048,50954,567
57422,39048,50954,235
57468,39048,50954,247
76380,32636,50954,3726
47590,43260,50956,713
70507,42027,50957,16558
93656,43470,50957,6313
37187,44534,50961,6829
37151,42840,50962,565
61410,46322,50964,3912
74003,36593,50964,14900
71427,41338,50965,413
89415,41787,50965,3927
16335,39229,50967,28742
66046,41193,50967,19452
75937,44352,50970,994
75944,44352,50970,1301
75978,44352,50970,144
85608,41958,50970,2305
27299,44331,50971,4558
76953,45833,50974,74
24086,40577,50976,210
88324,42399,50976,233
88336,42399,50976,332
88343,42399,50976,76
88348,42399,50976,246
42048,41205,50978,2147
47003,50566,50978,1040
64720,43199,50978,3843
64658,37492,50979,3277
15530,38458,50980,6117
85617,41955,50985,1277
67579,43958,50986,3095
69125,37717,50986,406
69331,37717,50986,92
69336,37717,50986,2592
29044,41259,50987,5652
67512,44152,50987,234
67573,44152,50987,170
97342,39795,50987,358
97384,39795,50987,27
62018,42647,50989,3604
92328,38983,50989,445
92384,38983,50989,36
92389,38983,50989,156
93522,38983,50989,48
93530,38983,50989,47
93549,38983,50989,344
93592,38983,50989,64
37880,36326,50990,3477
57632,42833,50990,634
57646,42833,50990,199
23023,40550,50991,323
23085,40550,50991,364
23126,40550,50991,534
23161,40550,50991,173
24457,42858,50992,270
28689,43724,50992,1727
15423,41357,50993,1858
26559,45969,50996,1269
58054,48146,50996,3357
72127,32510,50998,2149
50476,46324,51000,804
29842,43153,51001,7675
79082,34929,51001,315
92055,46088,51003,15655
93545,39017,51003,2082
56361,40880,51004,2466
63108,32420,51005,21568
42442,36504,51006,3504
79720,39831,51006,33640
38461,46743,51008,1379
65247,40411,51008,616
14171,46074,51009,2117
51012,38630,51010,6642
21206,42818,51011,45397
12858,42594,51013,47
12872,42594,51013,11
47879,42772,51013,3302
49030,43441,51013,2574
49718,38929,51013,635
18427,48551,51017,130
35760,38549,51020,5065
13681,42303,51021,792
42757,39070,51028,2974
62032,38377,51028,749
13407,41705,51032,5505
36028,39343,51033,1746
70512,38181,51033,9780
53818,41764,51035,15091
70580,30858,51035,179
14733,46087,51036,4078
73622,41122,51036,296
85131,43133,51037,18017
49880,42823,51038,1124
27556,40915,51039,335
68735,41638,51041,1106
72837,39976,51041,7845
99555,42604,51041,221
99569,42604,51041,64
99580,42604,51041,115
99628,42604,51041,443
99636,42604,51041,510
99678,42604,51041,891
97305,40932,51043,34393
5859,39673,51044,1819
5868,39673,51044,364
5874,39673,51044,505
70591,40376,51047,4825
31643,35901,51048,8709
66056,39366,51048,1694
41003,38431,51049,2786
5857,39685,51051,1540
95951,35542,51052,2601
4992,37792,51054,84
56474,40353,51056,3905
44413,43171,51057,7727
62922,42927,51058,3119
30530,43047,51060,6752
49203,42614,51060,37908
81221,31750,51060,310
81244,31750,51060,398
28462,36744,51062,9934
67631,39943,51062,249
17344,45615,51063,3206
84642,47650,51063,3548
27582,41020,51064,307
27980,37090,51065,1938
58212,40227,51065,609
88317,45138,51065,2051
23803,42195,51067,40542
57735,42569,51067,1327
43843,45572,51068,839
57373,44527,51070,437
48613,41387,51073,1130
51109,41242,51074,3098
65231,46049,51074,3334
84520,42629,51074,1302
84529,42629,51074,180
84539,42629,51074,379
88260,41594,51075,12240
83539,35361,51076,2001
45172,39294,51077,151
6226,39367,51078,20114
54665,39485,51082,8427
72479,36557,51084,1489
58318,37988,51089,3876
66761,29539,51091,238
74022,42198,51091,1752
92004,45489,51094,3881
16678,37401,51096,2906
24366,41734,51096,781
85128,39487,51096,14823
30619,41528,51097,1440
37388,39231,51100,23277
2542,39803,51101,1588
42081,38939,51101,2203
68967,39939,51103,1252
65660,29440,51104,182
74085,40396,51104,2498
48221,42546,51105,45719
7018,38630,51109,30594
17082,41976,51109,3167
7087,40749,51110,67088
29639,37963,51110,1742
92236,44572,51110,41083
83627,36028,51111,620
13314,40588,51113,324
13364,40588,51113,298
13418,40588,51113,255
38256,41224,51113,3089
88346,42470,51113,2903
38388,38326,51114,1840
12837,43877,51116,812
71922,38342,51116,129
71940,38342,51116,1652
66075,39533,51117,2103
12926,40693,51118,2054
17931,41333,51119,8718
15938,44523,51120,2614
28905,39640,51121,3048
64111,37275,51121,16318
63559,40461,51122,1420
16853,42170,51126,350
13856,39563,51129,6598
96150,40314,51129,25019
43050,41344,51130,27274
27524,40598,51131,10006
17098,44106,51132,2583
89883,43250,51132,4790
34205,41773,51134,29656
38618,41222,51136,10847
45237,41202,51138,22986
49806,39101,51138,563
43933,44056,51140,1936
48618,43102,51140,5443
98305,45341,51140,358
98350,45341,51140,460
4252,45635,51141,5045
65559,42929,51143,9385
93905,40152,51143,61080
4083,44589,51145,4713
28152,41646,51145,23696
45669,42495,51145,10065
75570,38253,51145,11518
93534,41140,51146,39341
25264,40941,51148,441
61610,43044,51149,5476
41723,28566,51150,1537
55712,43785,51151,551
65728,42406,51153,76
70523,35966,51153,906
74633,38029,51153,458
71449,33762,51158,9696
58418,41121,51161,429
47611,44494,51162,1257
86403,40676,51162,15802
38857,38150,51163,2623
64030,45949,51163,24422
82430,45521,51163,100
41713,26534,51166,51
41729,26534,51166,230
52057,46013,51166,8222
84401,44162,51166,35622
42411,35739,51169,1656
64752,43151,51169,735
95463,38362,51170,169
36732,35480,51171,8395
53804,42666,51171,1372
57252,42284,51171,4800
68406,43473,51171,515
16130,45221,51174,2066
16151,45221,51174,106
32321,39017,51176,6258
49066,46232,51176,766
46205,38373,51177,25356
74062,41323,51177,1090
78017,42438,51178,4787
98564,40787,51178,2459
31038,38752,51179,761
26321,43438,51180,354
26338,43438,51180,629
54821,42604,51181,1276
12870,42657,51184,1678
50501,40940,51184,29078
88312,42508,51184,1811
14741,42839,51185,2009
15520,43960,51187,293
15544,43960,51187,241
15546,43960,51187,336
15547,43960,51187,487
31532,35439,51187,727
42204,42123,51189,657
75431,43499,51189,2052
72753,42373,51192,7936
95466,38376,51192,946
74016,40128,51193,5948
66740,47218,51194,477
55808,40066,51195,5888
77090,43448,51197,32930
47042,42897,51202,4504
55795,41403,51202,1385
11691,35645,51204,54005
27544,41585,51206,3698
4489,41458,51207,201
15531,43803,51207,4035
3785,42817,51208,2070
14856,38714,51208,159
66769,42795,51208,557
68763,39006,51210,5104
73122,38449,51210,13107
52595,37668,51211,416
65644,43553,51216,2759
58422,41336,51217,258
58438,41336,51217,822
58451,41336,51217,244
2215,30726,51218,21896
14760,41749,51219,20350
62375,41141,51219,369
62378,41141,51219,896
84643,48050,51219,605
73067,41687,51221,2056
29329,41019,51223,278
59721,40604,51223,374
68047,39169,51224,1836
68361,43549,51224,2704
12901,42031,51225,27169
